id_num,pic_id,Text,Metaphor,Target,Target category,Source,Source category,sentiment,Metaphor_2,yudi,annotation
6,51344.jpg,京东国际人京东入超级品类日3件5折33京东国际超级品类日立即抢购561650066仅限部分商品可用活动时间22633,1,护肤品,12,水,10,0.0,0,7,1
7,74886.jpg,小快京东秒杀爆款面膜买1赠1燕窝精粹拥有水嫩肌肤20燕窝京东小迷糊,0,,,,,0.0,0,,1
16,70995.jpg,代西子1玉容花养持妆粉底液外持妆内养妆,1,护肤品,12,百合,10,1.0,0,7,1
19,57571.jpg,苏宁国际进口母婴尖货抢99减50元神券039儿,0,,,,,1.0,0,,1
21,61336.jpg,品牌闪购大牌闪购专场百雀羚美妆护肤部分买一送一,1,口红,12,星光,8,0.0,0,3,1
24,60967.jpg,专京东如的节白里挑一尽情美丽买1享10件礼立即抢购30仅限部分美妆商品,1,护肤品,12,水,10,1.0,0,7,1
31,58059.jpg,自然旋律唯品会特卖旺欢书双效净肤这组硫定了同价111个抢先购低至42元2瓶累计爆卖66净会部508净含量1508,1,护肤品,12,植物,11,1.0,0,7,1
43,a3757.jpg,淘清新果香让宝宝爱上刷牙专为6岁以下宝宝研制小流熊儿童乳牙宝牙膏儿童乳牙宝活动到手价温和呵护乳牙温和呵护乳牙会钙配方对抗娃合钙配方对抗鞋牙10防草蛋果查2争含量7净含量709无氟含钙配方软性磨料不伤牙木糖醇固齿添加钙成分不含采用高品质软性硅含益牙木糖醇维氟适合宝宝使用磨料不伤牙釉质生素蜂胶精华,1,牙膏,12,草莓,10,1.0,0,3,1
44,a1962.jpg,水能力防晒遇水加乘防水防汗持久耐晒轻松防晒一喷一抹搭档防晒效果真明显立即购买全国包邮货到付款35多维光护防暖隔离防护喷安,0,,,,,1.0,0,,1
45,51343.jpg,滋源精油奢护莹亮顺滑邢昭林力荐低至39元滋源天社油头皮护理凝萃润泽奢养精油护发素辅油润养莹亮顺滑台量400唯品会品牌特卖就是超值,1,护肤品,12,植物,6,0.0,0,7,1
47,61964.jpg,京东国际2大牌直隆1111好物狂欢盛典2213881990017,1,奶粉,12,跑道,12,1.0,0,8,1
49,18475.jpg,春日心动社万物皆可爱多劳爆款直降,1,护肤品,12,花,12,1.0,0,3,1
55,4599.jpg,健康年货满意加倍每满300减40场臣信健蛋白粉首存佳维牌多种维生素矿物质片11453388517办金量4509一本品不能警代药物,0,,,,,1.0,0,,1
56,a5577.jpg,永东珍市京东超市佳洁士京东超市99周年庆爆款低至99元佳洁士佳洁士3烤白炫白锁白政尚技术改尚技术致尚技术超值装仪限部分参与,1,牙膏,12,冰雪,10,0.0,0,3,1
61,16875.jpg,京东5超级品类日志高智能芯片多功能模式全方位按摩为您缓解压力小家电超级品类日,0,,,,,0.0,0,,1
63,6401.jpg,大牌神苏日蓝月亮亮白增艳洗衣液领券99减55立即购买蓝月克,1,洗衣液,12,薰衣草,6,0.0,0,3,1
64,65835.jpg,99减88抢月明茶情福满中秋益益中含量357克青河茶热装中华老字号大益茶74521901,0,,,,,1.0,0,,1
67,47547.jpg,905湘西美技节抢爆款买1套送1套量唯品会都是好牌子天天有3折品牌特卖全网明星套装底价入立即抢购,0,,,,,1.0,0,,1
72,15834.jpg,舞珀莱雅抗初老星品紧致礼盒装唯品会品牌特卖就是超值,0,,,,,0.0,0,,1
75,27050.jpg,品牌利杀著存年货盛宴健康相伴领券399减100警存佳维牌钙尔奇多种维生素矿物质片添佳片锌大本品不能替代药品京东,0,,,,,1.0,0,,1
76,31368.jpg,唯品会品牌特卖全场至高买1享13件礼0元抢玻色因眼霜第二瓶量低至22折即刻抢购06,0,,,,,0.0,0,,1
81,90550.jpg,唯品会推荐唯品会品牌特卖就是超值唯品会品牌特卖欧诗漫上唯品会看看,0,,,,,0.0,0,,1
85,62990.jpg,京东超级品牌日抢199减198神券1222蒙牛京东超级品牌日图秀牛纯牛奶京东蒙牛,0,,,,,0.0,0,,1
88,46401.jpg,羽西0元抢爆品第二套量买正装送正装豪礼立即抢购唯品会品牌特卖就是超值,1,护肤品,12,千纸鹤,12,0.0,0,7,1
91,28910.jpg,品牌门购爆款低至5折人气洁面001元秒悦诗风吟超级大牌闪购日,1,护肤品,12,水波,10,0.0,0,7,1
92,36659.jpg,专京东地的节一她她的节美妆会场一领券满600减50时尚辣妈护肤肌密立即抢购武仅限部分美妆商品,1,护肤品,12,钻石,10,1.0,0,7,1
93,74009.jpg,唯品合128特卖大会1月1912月14凡典润林经唇单个只需17元立即抢购2502779,1,护肤品,12,玫瑰,12,1.0,0,3,1
95,72856.jpg,雀巢咖啡夺罐豪花100扫码中奖为俪神助攻雀巢咖啡原醇香滑二,1,礼品,12,高楼,12,1.0,0,5,1
97,2045.jpg,京东超市京东超市周年庆全城热爱国货好价爆款直降惠氏立即抢购26启赋惠氏铂臻万奶,1,奶粉,12,草原,11,1.0,0,7,1
99,48451.jpg,唯品合品牌特卖就是超值低至24折包起人气爆款纸尿裤码品牌钜惠60元,0,,,,,1.0,0,,1
103,32009.jpg,唯品会推荐唯品会品牌特卖就是超值2尊享装上唯品会看看,0,,,,,0.0,0,,1
105,64169.jpg,唯品合就是超值品牌特卖专柜直采樱花水200油皮亲妈细毛孔防闭口樱花微精华露特卖价625雅诗兰黛商品价格及库存变动具体以唯品会实际情况为准,0,,,,,1.0,0,,1
107,63321.jpg,植物清洁安全无残留低至45元瓶都是好牌子天天有3折,0,,,,,1.0,0,,1
108,81301.jpg,1111雕展案特卖狂欢节欧涛漫134元抢9大件黄子韬同款焕亮发光肌满300减305片欧协遗珍珠白净送润白排华校,1,护肤品,12,珍珠,10,1.0,0,3,1
111,48373.jpg,京东超市品牌特夫蒙牛至省至真家东照市抢199减蒙牛大牌钜惠100种券830330部分商品881风味酸奶19公量20010盘超市点击京东首页进京东超市享更多优惠,1,酸奶,10,黄桃,10,0.0,0,3,1
115,23903.jpg,溪木源奶皮面膜水嫩修护女神专属正装尝新价8片自然的力最超子你超软汉本源山茶花唯品会品牌特卖就是超值,1,面膜,12,植物,6,0.0,0,7,1
119,46698.jpg,全京东超级品牌日抢199减198神券1222蒙牛京东超级品牌日蒙牛快牛纯甄纯牛经典原味牛奶京东聚牛,0,,,,,1.0,0,,1
123,8887.jpg,飘散椰奶香的女子不小心太性感清爽光滑肌肤持久留香整晚5001690体,1,护肤品,12,椰子,10,1.0,0,7,1
127,11377.jpg,唯品合自然堂品牌特卖清爽防晒不油腻防晒套装买1享6活动时间21900002282359白然堂1288424烟酰胺细致提亮安瓶面服,1,护肤品,12,雪山,11,1.0,0,3,1
135,a4108.jpg,苏宁易购中国香港美心流心奶黄月饼礼盒香浓流心奶黄双重烘焙8枚装3608限量领平台20元优惠券立即抢购美心流心奶黄1020,0,,,,,0.0,0,,1
139,29562.jpg,唯品合就是超值品牌特卖舒缓敏感改善泛红肌特卖价99欧诗漫商品价格及库存变动具体以唯品会实际情况为准,0,,,,,0.0,0,,1
142,78710.jpg,京东超市至省至真洁净嘉年华第二件0元品东立白茶籽洗洁精商去油一步到位蓝月宾地板清液威露士消毒液,1,清洁剂,10,海滩,11,0.0,0,8,1
148,48393.jpg,京东利杂博皓冲牙器5025蓝内附旅行便携袋168秒杀价202007062000开启京东秒杀,1,冲牙器,12,椰树,6,0.0,0,7,1
150,a3421.jpg,京东超市爆款直降一至省至真一叠享高额礼赠碧欧泉美妆品类日盛典京东超市至省至真仅限部分商品,0,,,,,0.0,0,,1
157,a6312.jpg,京东利米苏泊尔除螨仪16开启无螨净生活高频双拍打10大吸力199土市价299秒杀到手价点击查看京东秒杀,1,除螨仪,12,竹子,6,1.0,0,3,1
158,a1538.jpg,停京东母婴1111好物来袭美素佳儿大牌特惠皇家美来佳儿幼儿配方奶粉1236月3段,1,奶粉,10,牧场,13,1.0,0,7,1
160,33176.jpg,宁京东品牌闪购纯虾减19日抢199促销限部分商品3198纯甄风味酸贴纯甄纯新芒果百背果,0,,,,,1.0,0,,1
162,75608.jpg,苏宁易购爱恩倍厚实四层母婴专用抽纸洁净卫生丨亲肤无尘限时抢购具体以苏宁易购实时活动为准,1,纸抽,12,花朵,11,0.0,0,3,1
163,45107.jpg,唯品合就是超值品牌特卖台套装内赠悦藏水乳套装清爽型洗面膏下单即享护肤双重礼肉自自带活面尼洛网化妆棉一百片赋能紧致凝时养护特卖价资生堂998商品价格及库存变动具体以唯品会实际情况为准,0,,,,,0.0,0,,1
164,36650.jpg,京东3305重构想象白条6期免息,1,手机,12,水,10,0.0,0,7,1
167,28395.jpg,真正火遍全球阿迪达斯羽绒服1元1件立即抢购限时限量,0,,,,,0.0,0,,1
169,14825.jpg,苏宁易购2件8折133件7折可悠然美肌沐浴露活动价402半3,1,沐浴露,10,花朵,12,1.0,0,3,1
170,14242.jpg,苏宁易购81830818燃爆全球疯抢99减50神券爆款第2件0元,0,,,,,0.0,0,,1
171,39254.jpg,品牌汤购伊肤泉品牌闪购专场2件8折3件7折8,0,,,,,1.0,0,,1
175,84125.jpg,百雀羚科技新草本部分满199减100紧致淡纹抵抗初老5657百雀粉,1,护肤品,12,藤曼,11,1.0,0,7,1
176,36507.jpg,久家装节多乐士洗一京东秋季家装节一每满300减60多乐士油漆涂料多乐士致悦抗甲醛无添加,1,涂料,12,植物,6,1.0,0,3,1
178,62030.jpg,百雀羚995酵母精华定金至高抵3倍菁萃原液抗老修复,1,护肤品,12,百灵鸟,7,0.0,0,3,1
179,88276.jpg,唯品会就是超值品牌特卖专白松鲜苗批取物和抗筑成分钱换活肌底呈更迷润光制机联润泽焕活机底378商品价格及库存变动具体以唯品会实际情况为准,0,,,,,0.0,0,,1
186,4815.jpg,灵芝礼盒低至288元唯品会都是好牌子天天有3折品牌特卖改善熬夜肌红润气色立即抢购,0,,,,,1.0,0,,1
188,58730.jpg,舒比奇超薄透气单片低至095元唯品会品牌特卖就是超值15888815088,1,纸尿裤,12,云朵,8,0.0,0,3,1
191,20959.jpg,唯品合就是超值品牌特卖专柜直采微精华200干皮救星超水润超澎弹肌初赋活原生液特卖价739雅诗兰黛商品价格及库存变动具体以唯品会实际情况为准,0,,,,,1.0,0,,1
192,51160.jpg,服饰美妆好物速递低至3折百雀羚,1,护肤品,12,藤曼,11,0.0,0,7,1
193,24443.jpg,京东利染阿道夫洗护盛宴爆款低至5折京东秒杀,1,洗发水,12,丝带,12,1.0,0,3,1
200,59328.jpg,苏宁易购一专进务伊利金典纯牛奶优质蛋白原生高钙顺新开纸源自甄选牧场10293612,1,牛奶,10,草原,13,0.0,0,7,1
204,a2805.jpg,京东美妆自然堂年满199减100国潮当道妆出腔调12自达笠展时鲜印冰肌水,0,,,,,0.0,0,,1
209,82872.jpg,京东超市至省至真真爱新品出道奥妙爆款直降领券享优惠立刻抢购衣物欧画液10大衣会净金51805,1,洗衣液,12,盾牌,12,1.0,0,1,1
212,26025.jpg,苏宁易购黑人新款好物热销爆品限时抢购原人激口水请心缘茶具体以苏宁易购实时活动为准,1,漱口水,12,植物,6,1.0,0,3,1
213,88320.jpg,小明京东利米爆款面膜买1赠1燕窝精粹拥有水嫩肌肤20小明京东小迷糊,1,护肤品,12,时钟轮盘,12,0.0,0,8,1
221,67263.jpg,零京东11京东八超级品牌日巴黎欧莱雅买1套送12件礼立即抢购视黄醇淡纹,1,护肤品,12,花朵,11,1.0,0,3,1
223,81353.jpg,停京东科技新草本至高买1享11调理肌肤淡化可见纹,1,护肤品,12,花朵,11,0.0,0,7,1
229,74246.jpg,唯品会帮宝通品牌特卖10低至元片起清新帮爆款3怡宝通清新帮拉拉裤,1,拉拉裤,12,雪景,11,1.0,0,3,1
230,47236.jpg,白然堂部分满满3件享5折提亮肤色细致肌肤自然堂自然堂4烟酰胺4烟酰胶细致提亮安瓶面颜,1,护肤品,12,雪,11,0.0,0,3,1
232,48257.jpg,京东利保暑价狂欢鲜活一夏直降加赠多重好礼京东,1,护肤品,12,花朵,12,0.0,0,7,1
234,28059.jpg,苏宁易购年货彩好年货上苏宁跨店每300减40美妆年货节年货节苏宁年货节官方正品在苏宁,0,,,,,1.0,0,,1
235,18815.jpg,明星同款维增强抵御全场低至1折5001唯品会品牌特卖就是超值,1,营养品,12,植物,6,1.0,0,7,1
237,90075.jpg,美如你所愿军高买1送21件礼奢享活动时间12月18日12月25日,0,,,,,1.0,0,,1
238,42568.jpg,等京乐多维元素片21好药护健康大促特惠开启21金维他2121金维他多维元南片200100片金鲜他21金维他价物质100展药业请按药品说明书或者在药师指导下购买使用,1,元素片,12,植物,6,1.0,0,7,1
241,73151.jpg,京东利涂淡退器哑肌肤鲜活透亮御泥坊晶亮红石榴亮肤套装御泥坊泥坊临夹红石烟养联水晶夹红石福具液京东,1,护肤品,12,石榴,10,1.0,0,7,1
243,25789.jpg,419唯品会自然堂1次带走40片特惠植物面膜国货装活动时间4月16日20004月26日1000人65,0,,,,,0.0,0,,1
245,61028.jpg,1京东会员惠氏启赋有机奶粉3段领券低至299元专享百亿补贴活动时间5月8日全有机乳糖医家和人体有机乳源蛋白有机乳源钙净含量90913鱼民方奶粉1236月品39,1,奶粉,10,分子,10,0.0,0,7,1
246,a2446.jpg,新白药大健康3件95折云南白药创可贴有药好得更快些云南白药创可贴云南白药创可贴云南白药创可经济型上血正血云南和药创可贴20方南石药创可赔此药品为非处方药请按药品说明书或在医师指导下购买和使用,0,,,,,0.0,0,,1
249,75411.jpg,京东超市一至件童具牛运当头无解可击家牛领券满69减50京东超市至省至真牛蒙牛部分商品使用百高钙道尚50东天酒指3825011,1,牛奶,10,草原,13,1.0,0,7,1
251,18531.jpg,京东国际众京东超级品类日3件5折33京东国际超级品类日立即抢购仅限部分商品可用活动时间22633,1,护肤品,12,水,10,1.0,0,7,1
254,a1512.jpg,品牌利米正官庄品牌秒杀部低至7折立即购买高丽参元京东秒杀,1,补品,12,植物,11,0.0,0,7,1
261,a6161.jpg,京东422不度茶一份真发美妆年终狂欢购至高奢享1099元后礼后护肤套装,0,,,,,0.0,0,,1
263,13624.jpg,品牌汤购膜法世家面膜专场介一部分满199减100商品立即抢购展法世家,1,面膜,12,花,6,1.0,0,7,1
265,42293.jpg,京东超市全城热爱大牌特惠京东超市至省至真幼儿配方奶粉1236月龄3段,0,,,,,1.0,0,,1
0-1,1050.jpg,12.8半亩花田12月1日12月14日微米级泡沫洗净毛孔54元抢2瓶不需要节省200大容量12月9号20:00-12月14号10:00,1,洗面奶,12,雪,8,1.0,1,3,0
0-2,1096.jpg,苏宁易购嗨购五一长效抵御紫外线兰蔻防晒小白管活动价345,1,防晒霜,12,花,11,1.0,1,7,0
0-3,1270.jpg,半亩花田精研植物护肤惊喜到手价25元欧盟有机认证氨基酸 米酵氨基酸泡泡洁面慕斯,1,洁面慕斯,12,云,8,0.0,1,3,0
0-4,1302.jpg,京东秒杀 爆款面膜99元3件小分子玻尿酸敷出水光肌子99元63片小水库,1,面膜,12,水,10,1.0,1,7,0
0-5,1380.jpg,唯品会自然堂品牌特卖一套肌肤水盈饱满补水保湿买1享7活动时间2月27日20:00-3月9日10:00,1,护肤品,12,水,10,0.0,1,7,0
0-6,1422.jpg,专苏宁易则8183日式好物大赏99任选5,1,面霜,12,水,10,0.0,1,7,0
0-7,1438.jpg,唯品会品牌特卖欧待漫买1送1仅445元只早春必囤防晒再送面膜2片,1,防晒霜,12,樱花,11,1.0,1,3,0
0-8,1606.jpg,京东秒杀薇姿净颜祛痘精华秒杀钜惠限时秒杀138抢赠洁面嗜喱600京东薇姿自营旗舰店,1,祛痘精华,12,水,10,0.0,1,3,0
0-9,188.jpg,丸美东方眼部护理专家明星同款水嫩肌肤推荐樱花粉水买200得400,1,护肤品,12,樱花,11,1.0,1,3,0
0-10,2118.jpg,善草纪平衡水油清爽一夏仅限3天到手价178元活动时间4月16日4月18日生6唯品会品牌特卖就是超值,1,护肤品,12,叶子,11,1.0,1,3,0
0-11,219.jpg,京妆新斋鉴高倍防晒至高买1享6宝可梦限量款皮卡丘即刻预定,1,防晒霜,12,皮卡丘,12,1.0,1,3,0
0-12,2673.jpg,品牌购爆款低至5折人气洁面0.01元秒悦诗风吟超级大牌闪购,1,护肤品,12,叶子,11,0.0,1,7,0
0-13,2791.jpg,京东秒器美肤宝1999 2件7.5折赠正装水粉嫩肌肤和暗沉说拜拜,1,护肤品,12,樱花,11,1.0,1,3,0
0-14,2834.jpg,华熙生物润百颜智慧玻尿酸支支鲜活,1,玻尿酸,12,水,10,1.0,1,7,0
0-15,3200.jpg,品牌闪购忆丽贝萝精选护肤爆款直降,1,护肤品,12,水,10,0.0,1,7,0
0-16,331.jpg,京东美妆一叶子抢爆款买1送1救急小白盒,1,面膜,12,水,10,0.0,1,7,0
0-17,3358.jpg,大牌闪购日奥洛菲护肤专场低至9.9元立即抢购法国黄金山脉活泉,1,护肤品,12,叶子,11,1.0,1,7,0
0-18,3372.jpg,京东美妆一叶子店铺爆款买1送1保湿剔透水嫩肤感 弹滑天才,1,面膜,12,水,10,0.0,1,7,0
0-19,3530.jpg,百雀羚科技新草抢一次带走50片天然温泉水补水不刺激,1,面膜,12,水,10,0.0,1,7,0
0-20,4338.jpg,品牌闪购万宁美妆个护闪购专场爆款每满199减100净深层净澈卸妆水,1,卸妆水,12,水,10,0.0,1,7,0
0-21,4581.jpg,京东美妆韩束店铺爆款买1送1韩束红石榴鲜活水盈五件套排浊提亮好气色,1,护肤品,12,石榴,10,1.0,1,3,0
0-22,35483.jpg,苏宁易购帮宝适拉拉裤加大号108片买就送一级帮拉拉裤179到手价船宝适超薄干卖109拉拉裤,0,,,,,0.0,0,,0
0-23,761.jpg,零京乐明星精粹宠肤礼盒1111预约赠2636元23件礼雪花秀雪花秀百花秀,0,,,,,0.0,0,,0
0-24,a3932.jpg,1299抢购价立即抢购,1,手机,12,自然景色,13,0.0,1,1,0
0-25,8673.jpg,唯品合419品牌特实节4月16日4月268贝拉米有机2高能配方低至268元糖,1,奶粉,10,草原,11,0.0,1,7,0
1,72680.jpg,苏宁易购五羊婴儿洗发沐浴露二合一1第二件半价立印抢购,0,,,,,,0,,0
2,43474.jpg,苏宁国际导宝裤护新生花王低至68包22946元,0,,,,,,0,,0
3,4288.jpg,京东美妆韩束肌肤自带水光由内而外统放光泽店铺爆款买1送1,0,,,,,,0,,0
4,a4890.jpg,用黑科技让家一尘不染新年新潮电仅限部分商品,0,,,,,,0,,0
5,91659.jpg,京东潮流小家电28天改善全脸肤质改写肌龄定格年轻,0,,,,,,0,,0
8,44071.jpg,京东美妆一叶子送1抢爆款买1密集补水高效保湿滋润叶子,0,,,,,,0,,0
9,58771.jpg,京东九芝堂源自1650年女性健康大牌联盟99元健康好物低至九芝堂驴胶补血颗粒无席馆8克装30装盒九芝堂股份有限公司此药品为非处方药请按药品说明书或在药师指导下购买和使用,0,,,,,,0,,0
10,41289.jpg,零京东0元入会199享星品体验1111抢先预约正装买1赠1百花秀雪花秀雪花秀133837718288920回购券满199使用,0,,,,,,0,,0
11,79932.jpg,京东超市一至告至真满199减100饮爆盛夏仅限部分商品京东超市至省至真超市自山水1农夫山泉,0,,,,,,0,,0
12,60444.jpg,苏宁易购宜婴空调纸尿裤99活动价羊超薄柔软干爽透气空调纸尿裤迷你装28元0040,0,,,,,,0,,0
13,58737.jpg,苏宁易购1年货2官方正品保证尤妮佳纸尿裤畅透46片79活动价4442尤妮佳,0,,,,,,0,,0
14,85155.jpg,7月母婴会员日满399减100抢399减100优惠券金锁记修护幼儿配方奶粉菁垫爱他美亭1236月龄3段幼儿配方奶粉幼儿配方奶36月韵114006137仅部分商品参与,0,,,,,,0,,0
15,16107.jpg,京东利染优选长白山产味浓西洋参活动时间7月11日22点7月12日22点车品不馆管信药品98价福更海务西洋参2净含量250克京东秒杀,0,,,,,,0,,0
17,81546.jpg,128会特卖大会12月1日12月14日聚珀莱雅新品钜惠加享卸妆水160唯品会品牌特卖克就是超值,0,,,,,,0,,0
18,6974.jpg,飞鹤大牌特惠京东母婴年货节幼儿配方奶粉1236月路3段,0,,,,,,0,,0
20,a2769.jpg,京东美妆百雀羚抢至高买1享11紧致淡纹抵抗初老百做浴,0,,,,,,0,,0
22,33377.jpg,京东小魔方锐澳鸡尾酒无边界碰撞大势新品赏锐澳热红酒风味爆款直降瓜分千万京豆乐享圣诞新品微速微醇热红活员味,0,,,,,,0,,0
23,90.jpg,京东超市至省至真洁净嘉年华家清纸品第二件0元部分蓝月亮爆款直降机洗神器蓝月党蓝月完蓝月亮手洗专用克衣文91509中30660,0,,,,,,0,,0
25,64678.jpg,飞鹤奶粉新客卷满99减10国货智选领鲜未来全飞帆幼儿配方奶粉1236月龄3段叶黄家,0,,,,,,0,,0
26,82841.jpg,京东日9月30日盛大开售油皮抗老轻如空气买1享赠超1正装量大红瓶空气霜,0,,,,,,0,,0
27,42552.jpg,京东七多节京腺品类日服满499减100,0,,,,,,0,,0
28,85523.jpg,京东国际京东国际6周年庆2件8折3件7折在家就有星享受世界因你而精彩部分商晶可,0,,,,,,0,,0
29,22753.jpg,羽西唯品会品牌特卖全场至高买1享13件礼清乳洁水乳抢享4瓶灵芝正装量抢套到手门1件礼降直降192族复371专柜价专柜价日花价480元日芯价1010元1288立即抢购699低至立即抢购水乳日晚霜赠喷雾精华正装量赠日霜眼霜正装量直牌直降270320专柜价专柜价570260元日常价日意价360640立即抢购立即抢购活动时间12月21日100012月28日0959,0,,,,,,0,,0
30,67179.jpg,京东29超级越茶节9199宝洁超级秒杀日佳洁士热感美白牙膏部分2件5折立即抢购8,0,,,,,,0,,0
32,a3093.jpg,娇韵诗光芒小瓷瓶通透白会呼吸即刻拥有年的此花事大临,0,,,,,,0,,0
33,34725.jpg,舒比奇舒比奇婴儿尿裤抢神券满199减60舒比奇158仅限部分商品32片立即抢购,0,,,,,,0,,0
34,11169.jpg,京东京晖品类日电吹风1件9折2件85折部分商品可用,0,,,,,,0,,0
35,9612.jpg,中京东地的节21金维他健康为美自营药房抢199减100元券多维元素片21金维他00维他此药品为非处方药请按药品说明书或在药师指导下购买和便用,0,,,,,,0,,0
36,a2471.jpg,广京东小魔方兰蔻传奇厂小黑瓶立即抢购,0,,,,,,0,,0
37,32817.jpg,京东超市金领冠中国专意配方珍稀草饲天生宝护抢神券满199减1000京东超市至省至真超市金领冠金领冠金领冠珍护幼儿配方奶粉幼儿配方奶粉11236月龄3段1236月龄3段2200810241,0,,,,,,0,,0
38,29090.jpg,品牌闪购可丽金美妆专场爆款直降0,0,,,,,,0,,0
39,57614.jpg,13完美日记金丝绒唇釉99元带走4支全新系列奢华闪耀立即抢购,0,,,,,,0,,0
40,a3178.jpg,京东利米兰蔻品牌秒杀大牌特惠兰蔻小黑瓶全新肌底精华液立即抢购京东秒杀,0,,,,,,0,,0
41,38371.jpg,零京东久她的节力乘风破浪美力护航领券满149减100力士沐浴乳花警场净含量5509中含量5509晶透采巴西热叶天处炸馆力11肤沐浴乳净含量1千克部分参与,0,,,,,,0,,0
